"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","CopyPaste","APAfactor","publication_year","publication_month","first_author","competing_interest_boolean"
"10.1371_journal.pone.0070253","t",NA,316,"=",-7.22,"<",0.001,3.89907829993704e-12,"t (316) = -7.22, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","t",NA,316,"=",-1.65,">",0.1,0.0999365187052435,"t (316) = -1.65, p> .10",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",1,74,"=",7.2,"<",0.001,0.00898903878736675,"F (1,74) = 7.20, p <.001",TRUE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","t",NA,315,"=",-0.78,"ns",NA,0.43597655616707,"t (315) = -.78, ns",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","t",NA,315,"=",-0.21,"ns",NA,0.833803434367153,"t (315) = -.21, ns",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","t",NA,315,"=",-3.64,"<",0.01,0.000318555973790293,"t (315) = -3.64, p <.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",7.8,"<",0.001,0.000494269568715891,"F (2, 314) = 7.80, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",11.48,"<",0.001,1.54224679057726e-05,"F (2, 314) = 11.48, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",8.43,"<",0.001,0.000271522033961647,"F (2, 314) = 8.43, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",12.84,"<",0.001,4.3648405815089e-06,"F (2, 314) = 12.84, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",8.98,"<",0.001,0.000161246786679968,"F (2, 314) = 8.98, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070253","F",2,314,"=",10.16,"<",0.001,5.30230273573066e-05,"F (2, 314) = 10.16, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.41,"2013","07","Jonathan C Mitchell",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",0.52,">",0.05,0.481930630992375,"F(1.00, 15.00) = 0.52, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",0.59,">",0.05,0.454342421882083,"F(1.00, 15.00) = 0.59, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",0.4,">",0.05,0.536611585912428,"F(1.00, 15.00) = 0.40, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",2.24,">",0.05,0.155224674727783,"F(1.00, 15.00) = 2.24, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",8.92,"<",0.01,0.00922017674692075,"F(1.00, 15.00) = 8.92, p<0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",11.96,"<",0.01,0.00351135134468763,"F(1.00, 15.00) = 11.96, p<0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",0.24,">",0.05,0.631293681330222,"F(1.00, 15.00) = 0.24, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",0.16,">",0.05,0.69479493577647,"F(1.00, 15.00) = 0.16, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",2.97,"=",0.1,0.105365987028976,"F(1.00, 15.00) = 2.97, p = 0.1",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",4.75,"<",0.05,0.0456488719808877,"F(1.00, 15.00) = 4.75, p<0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",7.13,"<",0.05,0.0174709907433129,"F(1.00, 15.00) = 7.13, p<0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",9.02,"<",0.01,0.00891207239526944,"F(1.00, 15.00) = 9.02, p<0.01",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",1.02,">",0.05,0.32853399294876,"F(1.00, 15.00) = 1.02, p>0.05",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070710","F",1,15,"=",3.48,"=",0.08,0.0817952026727143,"F(1.00, 15.00) = 3.48, p = 0.08",FALSE,FALSE,FALSE,TRUE,FALSE,1,"2013","08","Verena Conrad",FALSE
"10.1371_journal.pone.0070759","t",NA,30,"=",-3.18,"<",0.03,0.00340971022484933,"t (30) = -3.18, p <.03",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,30,"=",-3.05,"<",0.005,0.00475102176098603,"t (30) = -3.05, p <.005",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,30,"=",-3.42,"<",0.002,0.00182490394626562,"t (30) = -3.42, p <.002",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,30,"=",-8.77,"<",0.001,8.86119911741838e-10,"t (30) = -8.77, p <.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,30,"=",-9.08,"<",0.001,4.12068556896202e-10,"t (30) = -9.08, p <.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,33,"=",-11.285,"<",0.001,7.21197149084983e-13,"t (33) = -11.285, p <.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,33,"=",-2.989,"<",0.005,0.00525344874347907,"t (33) = -2.989, p <.005",TRUE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,33,"=",-3.442,"<",0.002,0.0015870551695874,"t (33) = -3.442, p <.002",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,33,"=",-3.45,"<",0.002,0.00155298118879262,"t (33) = -3.45, p <.002",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0070759","t",NA,33,"=",-2.035,"<",0.05,0.049948536062475,"t (33) = -2.035, p <.05",FALSE,FALSE,FALSE,TRUE,FALSE,0.48,"2013","09","Angelina Hawley-Dolan",TRUE
"10.1371_journal.pone.0071678","F",1,56,"=",76.63,"<",0.001,4.51864937457259e-12,"F(1, 56) = 76.63, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,243,"=",4.16,"<",0.05,0.0424712050935907,"F(1, 243) = 4.16, p<.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,243,"=",79.1,"<",0.001,1.37594278596331e-16,"F(1, 243) = 79.10, p<.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,243,"=",4.83,"<",0.03,0.0289125916923248,"F (1, 243) = 4.83, p<.03",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,243,"=",6.02,"<",0.02,0.0148477685032466,"F(1, 243) = 6.02, p<.02",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,228,"=",5.94,"<",0.02,0.0155671049985795,"F(1, 228) = 5.94, p<.02",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,228,"=",5.21,"<",0.03,0.0233792764818306,"F(1, 228) = 5.21, p<.03",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,228,"=",4.38,"<",0.04,0.0374688801794135,"F(1, 228) = 4.38, p<.04",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","t",NA,228,"=",-3.2,"<",0.01,0.00156978751441129,"t(228) = -3.20, p<.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,88,"=",4.02,"<",0.05,0.0480368610295067,"F(1, 88) = 4.02, p<.05",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,88,"=",5.71,"<",0.02,0.0190032919681152,"F(1, 88) = 5.71, p<.02",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,88,"=",11.29,"<",0.01,0.00115390434837036,"F(1, 88) = 11.29, p<.01",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0071678","F",1,88,"=",3.96,"=",0.05,0.0496979352167275,"F (1, 88) = 3.96, p = .05",FALSE,FALSE,FALSE,FALSE,FALSE,0.76,"2013","08","Annique Smeding",FALSE
"10.1371_journal.pone.0072412","F",2,91,"=",99.19,"<",0.001,1.37900563462205e-23,"F (2,91) = 99.19, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",1.91,"=",0.056,0.056133213319545,"Z = 1.91, p = .056",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","t",NA,190,"=",-0.35,"=",0.726,0.726726368866374,"t (190) = -.35, p = .726",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","t",NA,37,"=",1.85,"=",0.072,0.072312414086527,"t (37) = 1.85, p = .072",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",2,88,"=",18.88,"<",0.001,1.50441034793954e-07,"F (2,88) = 18.88, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",-2.63,"=",0.009,0.00853848681817871,"Z = -2.63, p = .009",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",-3.31,"<",0.001,0.000932959712215099,"Z = -3.31, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",2.19,"=",0.029,0.0285242368213378,"Z = 2.19, p = .029",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",-2.52,"=",0.012,0.0117354834306651,"Z = -2.52, p = .012",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",-2.4,"=",0.016,0.0163950718491923,"Z = -2.4, p = .016",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",4,57,"=",11.42,"<",0.001,7.09807874133974e-07,"F (4,57) = 11.42, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",4,57,"=",11.44,"<",0.001,6.94851453004029e-07,"F (4,57) = 11.44, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",3,60,"=",7.9,"<",0.001,0.000159199828045323,"F (3,60) = 7.90, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","t",NA,34,"=",0.16,"=",0.877,0.873827865644193,"t (34) = .16, p = .877",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","t",NA,34,"=",-0.42,"=",0.678,0.677127855354995,"t (34) = -.42, p = .678",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","Z",NA,NA,"=",-2.53,"=",0.011,0.0114062526659014,"Z = -2.53, p = .011",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",4,74,"=",59.21,"<",0.001,2.52910211691695e-22,"F (4,74) = 59.21, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",5,66,"=",55.41,"<",0.001,2.6414209495273e-22,"F (5,66) = 55.41, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",5,66,"=",42.03,"<",0.001,3.1157901699382e-19,"F (5,66) = 42.03, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",3,75,"=",43.12,"<",0.001,2.64644762287953e-16,"F (3,75) = 43.12, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","t",NA,78,"=",-4.34,"<",0.001,4.2284152139058e-05,"t (78) = -4.34, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",4,59,"=",62.52,"<",0.001,1.50902705396946e-20,"F (4,59) = 62.52, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",4,56,"=",42.61,"<",0.001,2.26196458995383e-16,"F (4,56) = 42.61, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",3,59,"=",69.58,"<",0.001,2.30867814861877e-19,"F (3,59) = 69.58, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0072412","F",3,63,"=",44.77,"<",0.001,1.28332973116688e-15,"F (3,63) = 44.77, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.19,"2013","08","Manuela M Marin",FALSE
"10.1371_journal.pone.0074084","t",NA,15,"=",2.13,"=",0.049,0.0501371749603891,"t (15) = 2.13, p = .049",TRUE,TRUE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","t",NA,15,"=",5.64,"<",0.001,4.70258137701843e-05,"t (15) = 5.64, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","t",NA,15,"=",8.28,"<",0.001,5.62270297053375e-07,"t (15) = 8.28, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","t",NA,15,"=",9.11,"<",0.001,1.67871057832148e-07,"t (15) = 9.11, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",3,60,"=",7.14,"<",0.01,0.000352768419517951,"F (3,60) = 7.14, p < .01",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,63,"=",0.09,"=",0.93,0.765164807013884,"F (1,63) = 0.09, p = .93",TRUE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","t",NA,23,"=",0.59,"=",0.55,0.56094298687696,"t (23) = 0.59, p = .55",TRUE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",5.22,"=",0.03,0.0339986485867704,"F (1,19) = 5.22, p = .03",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",0.44,"=",0.5,0.515090659519199,"F (1,19) = 0.44, p = .50",TRUE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",0.028,"=",0.87,0.868876946441628,"F (1,19) = 0.028, p = .87",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",14.29,"=",0.001,0.00126565961797224,"F (1,19) = 14.29, p = .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",11.62,"=",0.003,0.00294516623562142,"F (1,19) = 11.62, p = .003",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",2.9,"=",0.11,0.10488291399351,"F (1,19) = 2.90, p = .11",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",61.23,"<",0.01,2.3242381651347e-07,"F (1,19) = 61.23, p < .01",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",375.52,"<",0.01,5.64978813400204e-14,"F (1,19) = 375.52, p < .01",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",8.42,"=",0.009,0.00914398914970669,"F (1,19) = 8.42, p = .009",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",10.29,"=",0.005,0.00463242784177756,"F (1,19) = 10.29, p = .005",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,19,"=",3.97,"=",0.06,0.0608834956631849,"F (1,19) = 3.97, p = .06",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",10.28,"=",0.003,0.00326591643898412,"F (1,29) = 10.28, p = .003",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",12.81,"=",0.001,0.00123743402484457,"F (1,29) = 12.81, p = .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",1.14,"=",0.28,0.294460241759132,"F (1,29) = 1.14, p = .28",TRUE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",100.58,"<",0.001,6.18053164710814e-11,"F (1,29) = 100.58, p <.001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",8.88,"=",0.006,0.0057811906740944,"F (1,29) = 8.88, p = .006",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",15.16,"=",0.001,0.000533688942721536,"F (1,29) = 15.16, p = .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",25.96,"<",0.001,1.94738206295895e-05,"F (1,29) = 25.96, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",135.39,"<",0.001,1.90882420954746e-12,"F (1,29) = 135.39, p < .001",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0074084","F",1,29,"=",0.73,"=",0.4,0.399886458066115,"F (1,29) = 0.73, p = .400",FALSE,FALSE,FALSE,FALSE,FALSE,0.96,"2013","09","Martina Jakesch",FALSE
"10.1371_journal.pone.0079696","F",3,87,"=",2.03,"=",0.116,0.115579005041259,"F (3, 87) = 2.03, p = .116",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,86,"=",7.59,"=",0.007,0.00716277280697186,"F (1, 86) = 7.59, p = .007",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,64,"=",0.26,"=",0.77,0.853935156717921,"F (3, 64) = .26, p = .77",TRUE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,87,"=",1.51,"=",0.219,0.21759953936614,"F (3, 87) = 1.51, p = .219",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,87,"=",0.32,"=",0.811,0.810881585867083,"F (3, 87) = .32, p = .811",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,87,"=",0.05,"=",0.984,0.9851216039575,"F (3, 87) = .05, p = .984",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,86,"=",25.24,"<",0.001,2.71808372395531e-06,"F (1, 86) = 25.24, p <.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,64,"=",0.84,"=",0.44,0.476960472151977,"F (3, 64) = .84, p = .44",TRUE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",8.39,"=",0.005,0.00477125400221388,"F (1, 87) = 8.39, p = .005",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",2,65,"=",0.51,"=",0.6,0.602878354036376,"F (2, 65) = .51, p = .60",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",4.48,"=",0.037,0.0371496658065026,"F (1, 87) = 4.48, p = .037",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",2,65,"=",0.47,"=",0.63,0.627109600739238,"F (2, 65) = .47, p = .63",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,86,"=",4.74,"=",0.032,0.0322086448736845,"F (1, 86) = 4.74, p = .032",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",3,64,"=",0.45,"=",0.638,0.718166671069452,"F (3, 64) = .45, p = .638",TRUE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",1.96,"=",0.165,0.165069331766205,"F (1, 87) = 1.96, p = .165",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",0.85,"=",0.36,0.359102016513615,"F (1, 87) = .85, p = .36",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",2,65,"=",0.47,"=",0.626,0.627109600739238,"F (2, 65) = .47, p = .626",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",2,65,"=",0.05,"=",0.954,0.951265973469351,"F (2, 65) = .05, p = .954",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",15.35,"<",0.001,0.000177377349205232,"F (1, 87) = 15.35, p <.001",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",7.24,"=",0.009,0.00854805310431644,"F (1, 87) = 7.24, p = .009",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",1,87,"=",2.16,"=",0.145,0.145251797391056,"F (1, 87) = 2.16, p = .145",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
"10.1371_journal.pone.0079696","F",2,65,"=",0.16,"=",0.85,0.852478370737379,"F (2, 65) = .16, p = .850",FALSE,FALSE,FALSE,TRUE,FALSE,0.63,"2013","11","Christine Otieno",FALSE
